,0
LemurTF_IDF,0.3518299129384047
TF_IDF,0.35160764473035
BM25,0.346088987611669
DLH,0.3456021933171949
In_expC2,0.34431384904599405
DPH,0.34279858025946647
InB2,0.34169241536188133
In_expB2,0.340316007353529
Hiemstra_LM,0.337429291077434
DLH13,0.336839440121191
DFR_BM25,0.33641460902013465
InL2,0.33640590468437515
DFReeKLIM,0.3321273033473087
Js_KLs,0.32877679927814085
DFIC,0.3265351649342936
PL2,0.32453870952219094
BB2,0.3196853084400731
DFIZ,0.31509912278239355
DFRee,0.31497884218123096
XSqrA_M,0.3086115567011023
LGD,0.3001225939305728
IFB2,0.23737605653341384
DirichletLM,0.2034238465105251
CoordinateMatch,0.1009656859948696
Tf,0.009394983437585056
Dl,0.0006907368645914039
Null,0.00017790161095722134
