,0
DLH13,0.4552839763746643
InL2,0.4398068407259908
Js_KLs,0.4390383817624698
DFRee,0.4359498729374633
BB2,0.43339228872986446
DLH,0.4324404063067254
LGD,0.4294612018724313
TF_IDF,0.42295449984694095
XSqrA_M,0.42215601494810423
DFReeKLIM,0.4209795538334916
DFR_BM25,0.41995907927535614
DPH,0.4192673067176907
BM25,0.4182436011414786
PL2,0.41767729272729553
In_expB2,0.41648739516341426
In_expC2,0.41447181325993354
DFIZ,0.41178781756871297
InB2,0.411101657749564
IFB2,0.41013842227083996
DFIC,0.40962228496699354
Hiemstra_LM,0.4041003751045567
LemurTF_IDF,0.40218942522187157
DirichletLM,0.29899491031990566
CoordinateMatch,0.23464810702585773
Tf,0.1208967634601703
Dl,0.0039058778044423355
Null,4.3615565143009696e-05
