,0
LGD,0.35492339604109213
DFRee,0.34668313274134127
DFReeKLIM,0.3447499994781951
DPH,0.3444310303611989
DFR_BM25,0.3442041100387524
BM25,0.3437568847575529
TF_IDF,0.3429448600415296
InL2,0.3424037346510332
BB2,0.34174548294126056
In_expB2,0.34123594511557137
XSqrA_M,0.34061722696415353
In_expC2,0.3396418242355715
InB2,0.3393797678755191
Js_KLs,0.33853155359228604
DFIZ,0.3370747450641851
IFB2,0.3355197284364374
PL2,0.33475914700194054
DLH,0.3341252561681216
DLH13,0.33384127530539986
LemurTF_IDF,0.33239176513072954
DFIC,0.33126592312353315
Hiemstra_LM,0.3137720025624268
DirichletLM,0.295136446668721
CoordinateMatch,0.23845961233196517
Tf,0.08159998129130264
Dl,0.001172091101140688
Null,0.00022385758582069162
