,tran_0,tran_0_fb_terms,tran_1,tran_1_fb_docs,map
0,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,0.4372866129901552
1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",2,0.4397536683408132
2,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",3,0.4196943931257464
3,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",4,0.4491183466072627
4,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",5,0.42445209208888524
5,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",6,0.42142191307938176
6,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",7,0.39085793718542994
7,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",8,0.4016142569935861
8,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",9,0.40462134632493973
9,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",11,"QueryExpansion(/home/pavel/Devel/school/information_retrieval/A2/../pd_index/data.properties,9,91,<org.terrier.querying.QueryExpansion at 0x7ff1133af6f0 jclass=org/terrier/querying/QueryExpansion jself=<LocalRef obj=0x32c11d0 at 0x7ff1132b9fd0>>)",1,0.43685561351811786
