,0
DFRee,0.3965922746255678
LGD,0.3956913175630351
DFReeKLIM,0.38724606087907065
DLH13,0.38658464896972045
Js_KLs,0.3782766544236152
DLH,0.37113686077981256
DFIZ,0.36980091040029855
InL2,0.3663465812653057
DFR_BM25,0.3659742848640549
DPH,0.36569356287902005
TF_IDF,0.36541187910599665
DFIC,0.36517534214189196
BM25,0.3645802806243872
XSqrA_M,0.36365839847940507
BB2,0.36323636937414727
In_expB2,0.3627735568724371
IFB2,0.361168382621821
In_expC2,0.35983183428114984
InB2,0.35893728114729784
DirichletLM,0.35789046510554295
LemurTF_IDF,0.35685057610280935
PL2,0.3564572498649687
Hiemstra_LM,0.35110850856186526
CoordinateMatch,0.19629933958717458
Tf,0.13197739816866758
Dl,0.022424233747905
Null,0.005511886465469118
